422424,0.370062
422673,0.578140
435600,0.674544
435641,0.400488
413625,0.125368
435899,0.206576
435967,0.147213
444163,0.366399
411664,0.180696
436044,0.079507
402166,0.289955
407497,0.183263
449343,0.212532
402290,0.322142
449535,0.654881
422926,0.099745
414739,0.055700
436263,0.162401
436380,0.123497
409974,0.137641
410018,0.072892
423136,0.712661
444572,0.191204
402326,0.539486
436470,0.117639
406480,0.316467
442048,0.607596
423155,0.242283
449718,0.605616
436551,0.261204
423246,0.346862
436878,0.400937
436959,0.684067
423361,0.893405
437040,0.180733
449810,0.154812
437265,0.392689
407614,0.072227
450548,0.279538
437303,0.783443
423406,0.252918
437451,0.636422
407832,0.071586
423490,0.821283
437582,0.509538
437751,0.916626
410218,0.103685
443768,0.939728
437773,0.478231
437961,0.655116
416232,0.082075
438103,0.138448
450031,0.185555
438166,0.095262
410289,0.186938
438306,0.482543
423555,0.054772
423666,0.840577
407960,0.209677
406585,0.940822
438499,0.996435
438526,0.310547
450138,0.247216
423697,0.857508
438782,0.255607
438863,0.390310
423780,0.917946
422818,0.785904
410335,0.655986
439057,0.475441
402340,0.674025
410431,0.327295
439115,0.566708
450146,0.235805
450160,0.819617
414514,0.585043
450226,0.425583
424061,0.505398
450723,0.246006
424157,0.545766
412806,0.500704
402577,0.377870
414914,0.234845
410519,0.782081
439211,0.154011
439322,0.355199
439388,0.308527
450353,0.770094
439548,0.194584
439780,0.202478
439835,0.721805
406611,0.417715
424250,0.958814
402603,0.086165
424324,0.532153
440040,0.476126
444239,0.928924
444437,0.493287
440108,0.190576
410618,0.872862
448028,0.088878
410749,0.977337
444600,0.692206
444675,0.685621
444780,0.604588
445064,0.826658
408045,0.166336
424339,0.321038
450612,0.893115
440220,0.208270
440267,0.516788
450676,0.432261
440378,0.204792
406803,0.143494
445203,0.259056
424350,0.270828
440557,0.187246
402651,0.306106
410770,0.409879
416296,0.225233
440602,0.194396
424390,0.154202
402756,0.475624
424550,0.635719
424611,0.128522
445314,0.281616
433510,0.186628
440843,0.203161
415332,0.932603
415598,0.253063
445425,0.510729
441057,0.430489
408154,0.871628
441156,0.403147
412973,0.601729
450838,0.883156
450878,0.752784
416781,0.660139
416796,0.253280
451007,0.250204
416833,0.432762
412180,0.158425
451328,0.107222
416974,0.274404
413568,0.215932
451491,0.346986
402850,0.115602
441285,0.451576
417008,0.228117
441384,0.857275
441520,0.325881
441603,0.219576
441633,0.858497
410908,0.276011
413601,0.232972
415848,0.877647
424775,0.840408
445611,0.393916
451691,0.588871
402931,0.392001
451724,0.081602
451830,0.178956
411311,0.529746
445780,0.945763
413114,0.349384
445940,0.326434
446050,0.162620
446233,0.368621
440717,0.223412
446308,0.405428
417036,0.338824
414118,0.141402
414128,0.119704
402947,0.325306
420453,0.259519
417044,0.203328
424800,0.776925
414310,0.512918
415644,0.817890
417070,0.759260
446617,0.215616
414373,0.153481
446876,0.703964
408341,0.361231
417344,0.840091
413871,0.392833
424816,0.805775
447183,0.981037
447365,0.140541
447528,0.484887
447654,0.362238
412620,0.078344
417474,0.476638
414928,0.266418
417563,0.937130
447847,0.284333
417622,0.441173
414255,0.172036
415047,0.210034
417796,0.294639
415090,0.208184
408534,0.077483
441231,0.255240
415223,0.129881
408652,0.540570
414607,0.135618
447961,0.072593
400164,0.304193
448150,0.827793
408281,0.579395
417912,0.928447
424877,0.415939
415781,0.350780
418029,0.229893
413165,0.890304
413469,0.967010
418039,0.486475
448277,0.931489
424966,0.258929
418109,0.524375
448298,0.738056
448413,0.260072
424972,0.245589
451179,0.286392
416070,0.085991
416078,0.190350
406832,0.136266
408723,0.582556
402955,0.220238
448564,0.638325
448683,0.114213
443215,0.449811
411905,0.071411
425023,0.459971
416532,0.128872
418259,0.152339
448912,0.145703
418291,0.151879
408810,0.644933
418319,0.175738
416613,0.234728
418446,0.406710
418540,0.308882
418555,0.818935
418592,0.083549
408991,0.903752
448938,0.726422
403050,0.207321
418733,0.072292
449008,0.216119
449155,0.906370
411948,0.455048
418799,0.881178
409039,0.216971
